type,abstract,booktitle,date-added,date-modified,doi,isbn,issn,keywords,pages,title,volume,year,bdsk-url-1,author,journal,number,url,bdsk-url-2,archiveprefix,arxivid,eprint,pmid
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/978-3-319-26121-8_18,,,,551--591,"Robotics, Mechatronics and Product Engineering",,2016,http://link.springer.com/chapter/10.1007/978-3-319-26121-8_18,"[{'first': 'Francesco', 'last': 'Leali'}, {'first': 'Michel', 'last': 'Taix'}]",Research in Interactive Design (Vol. 4),,http://link.springer.com/chapter/10.1007/978-3-319-26121-8_18,https://doi.org/10.1007/978-3-319-26121-8_18,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-1-4471-4480-9_5,,,,,Machining,,2013,http://link.springer.com/chapter/10.1007/978-1-4471-4480-9_5,"[{'first': 'Srichand', 'middle': 'HindujaLin', 'last': 'Li'}]",Proceedings of the 37th International MATADOR Conference,,http://link.springer.com/chapter/10.1007/978-1-4471-4480-9_5,https://doi.org/10.1007/978-1-4471-4480-9_5,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:11 +1000,10.1007/978-94-007-7262-5_34,,,,291--297,Using Personal Smart Devices as User Clients in a Classroom Response System,,2014,http://link.springer.com/chapter/10.1007/978-94-007-7262-5_34,"[{'first': 'Tien-Wen', 'last': 'Sung'}, {'first': 'Chu-Sing', 'last': 'Yang'}, {'first': 'Ting-Ting', 'last': 'Wu'}]","Advanced Technologies, Embedded and Multimedia for Human-centric Computing",,http://link.springer.com/chapter/10.1007/978-94-007-7262-5_34,https://doi.org/10.1007/978-94-007-7262-5_34,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-3-319-01119-6_2,,,,13--21,A Novel Device for Contactless Detection of Small Body Movements Dedicated to People with Severe Mobility Impairments,,2014,http://link.springer.com/chapter/10.1007/978-3-319-01119-6_2,"[{'first': 'L.', 'last': 'Fanucci'}, {'first': 'M.', 'last': 'Malavasi'}, {'first': 'F.', 'last': 'Iacopetti'}, {'first': 'M.', 'last': 'Turturici'}, {'first': 'F.', 'last': 'Sciarra'}, {'first': 'F.', 'last': 'Lupi'}]",Ambient Assisted Living,,http://link.springer.com/chapter/10.1007/978-3-319-01119-6_2,https://doi.org/10.1007/978-3-319-01119-6_2,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:00 +1000,10.1007/978-3-319-06041-5_6,,,,99--144,Analysis and Treatment of Organic Tissues,,2014,http://link.springer.com/chapter/10.1007/978-3-319-06041-5_6,"[{'first': 'Margarita', 'last': '{Puentes Vargas}'}]",Planar Metamaterial Based Microwave Sensor Arrays for Biomedical Analysis and Treatment,,http://link.springer.com/chapter/10.1007/978-3-319-06041-5_6,https://doi.org/10.1007/978-3-319-06041-5_6,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:11 +1000,10.1007/978-3-642-25685-1_76,,,,507--512,Wave Processes in Transonic Airfoil Flows,,2012,http://link.springer.com/chapter/10.1007/978-3-642-25685-1_76,"[{'first': 'V.', 'last': 'Hermes'}, {'first': 'J.', 'last': 'Nies'}, {'first': 'I.', 'last': 'Klioutchnikov'}, {'first': 'H.', 'last': 'Olivier'}]",28th International Symposium on Shock Waves,,http://link.springer.com/chapter/10.1007/978-3-642-25685-1_76,https://doi.org/10.1007/978-3-642-25685-1_76,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:00 +1000,10.1007/978-3-319-01119-6_23,,,,223--231,Brain.me: A Low-Cost Brain Computer Interface for AAL Applications,,2014,http://link.springer.com/chapter/10.1007/978-3-319-01119-6_23,"[{'first': 'Niccol{\\`{o}}', 'last': 'Mora'}, {'first': 'V.', 'last': 'Bianchi'}, {'first': 'I.', 'last': '{De Munari}'}, {'first': 'P.', 'last': 'Ciampolini'}]",Ambient Assisted Living,,http://link.springer.com/chapter/10.1007/978-3-319-01119-6_23,https://doi.org/10.1007/978-3-319-01119-6_23,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:11 +1000,10.1007/978-3-319-99762-9_7,,,,75--89,TrustVehicle -- Improved Trustworthiness and Weather-Independence of Conditionally Automated Vehicles in Mixed Traffic Scenarios,,2019,http://link.springer.com/chapter/10.1007/978-3-319-99762-9_7,"[{'first': 'Pamela', 'last': 'Innerwinkler'}, {'first': 'Ahu', 'middle': 'Ece Hartavi', 'last': 'Karci'}, {'first': 'Mikko', 'last': 'Tarkiainen'}, {'first': 'Micaela', 'last': 'Troglia'}, {'first': 'Emrah', 'last': 'Kinav'}, {'first': 'Berzah', 'last': 'Ozan'}, {'first': 'Eren', 'last': 'Aydemir'}, {'first': 'Cihangir', 'last': 'Derse'}, {'first': 'Georg', 'last': 'Stettinger'}, {'first': 'Daniel', 'last': 'Watzenig'}, {'first': 'Sami', 'last': ""Sahim{\\'{a}}ki""}, {'first': 'Norbert', 'last': 'Druml'}, {'first': 'Caterina', 'last': 'Nahler'}, {'first': 'Steffen', 'last': 'Metzner'}, {'first': 'Sajin', 'last': 'Gopi'}, {'first': 'Philipp', 'last': 'Clement'}, {'first': 'Georg', 'last': 'Macher'}, {'first': 'Johan', 'last': 'Zaya'}, {'first': 'Riccardo', 'last': 'Groppo'}, {'first': 'Samia', 'last': 'Ahiad'}]",Advanced Microsystems for Automotive Applications 2018,,http://link.springer.com/chapter/10.1007/978-3-319-99762-9_7,https://doi.org/10.1007/978-3-319-99762-9_7,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-3-319-22762-7_68,,,,449--455,Integration of Light: A Way to Measure Spectral Characteristics,,2016,http://link.springer.com/chapter/10.1007/978-3-319-22762-7_68,"[{'first': 'K.', 'last': 'Macuchova'}]",The Latest Methods of Construction Design,,http://link.springer.com/chapter/10.1007/978-3-319-22762-7_68,https://doi.org/10.1007/978-3-319-22762-7_68,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-3-662-48838-6_2,,,,9--14,Evidence Grid Based Information Fusion for Semantic Classifiers in Dynamic Sensor Networks,,2016,http://link.springer.com/chapter/10.1007/978-3-662-48838-6_2,"[{'first': 'Timo', 'last': 'Korthals'}, {'first': 'Thilo', 'last': 'Krause'}, {'first': 'Ulrich', 'last': ""R{\\'{u}}ckert""}]",Machine Learning for Cyber Physical Systems,,http://link.springer.com/chapter/10.1007/978-3-662-48838-6_2,https://doi.org/10.1007/978-3-662-48838-6_2,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.2991/978-94-6239-157-4_14,,,,193--203,Structural and Optical Studies of Oxide Single Crystals Grown by the Czochralski Method,,2016,http://link.springer.com/chapter/10.2991/978-94-6239-157-4_14,"[{'first': 'S.', 'last': ""Kosti{\\'{c}}""}, {'first': 'Z.', 'middle': '{\\v{Z}}.', 'last': ""Lazarevi{\\'{c}}""}, {'first': 'M.', 'last': ""Gili{\\'{c}}""}, {'first': 'M.', 'last': ""Petrovi{\\'{c}}""}, {'first': 'M.', 'last': ""Rom{\\v{c}}evi{\\'{c}}""}, {'first': 'N.', 'middle': '{\\v{Z}}.', 'last': ""Rom{\\v{c}}evi{\\'{c}}""}, {'first': 'D.', 'middle': 'L.', 'last': ""Sekuli{\\'{c}}""}]",Proceedings of the III Advanced Ceramics and Applications Conference,,http://link.springer.com/chapter/10.2991/978-94-6239-157-4_14,https://doi.org/10.2991/978-94-6239-157-4_14,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-3-319-00476-1_11,,,,111--121,Enhanced Low-Cost Sensing Technologies for Vehicle On-Board Safety Applications (ADOSE Project),,2013,http://link.springer.com/chapter/10.1007/978-3-319-00476-1_11,"[{'first': 'Erwin', 'last': 'Schoitsch'}, {'first': 'Christoph', 'last': 'Sulzbachner'}, {'first': ""J{\\'{u}}rgen"", 'last': 'Kogler'}]",Advanced Microsystems for Automotive Applications 2013,,http://link.springer.com/chapter/10.1007/978-3-319-00476-1_11,https://doi.org/10.1007/978-3-319-00476-1_11,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:58 +1000,10.1007/978-81-322-2638-3_35,,,,305--316,A Comparative Analysis of Different LFSR-Based Ciphers and Parallel Computing Platforms for Development of Generic Cipher Compatible on both Hardware and Software Platforms,,2016,http://link.springer.com/chapter/10.1007/978-81-322-2638-3_35,"[{'last': '{Trishla Shah}'}, {'last': '{Darshana Upadhyay}'}, {'last': '{Priyanka Sharma}'}]",Proceedings of the International Conference on Recent Cognizance in Wireless Communication & Image Processing,,http://link.springer.com/chapter/10.1007/978-81-322-2638-3_35,https://doi.org/10.1007/978-81-322-2638-3_35,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-3-319-97773-7_81,,,,938--948,Fire Risk Modeling Using Artificial Neural Networks,,2019,http://link.springer.com/chapter/10.1007/978-3-319-97773-7_81,"[{'first': 'Luiza', 'middle': 'Cintra', 'last': 'Fernandes'}, {'first': 'Rosangela', 'middle': 'S. C.', 'last': 'Cintra'}, {'first': 'Marcelo', 'middle': 'Antonio', 'last': 'Nero'}, {'first': ""Pl{\\'{i}}nio"", 'last': '{da Costa Temba}'}]",EngOpt 2018 Proceedings of the 6th International Conference on Engineering Optimization,,http://link.springer.com/chapter/10.1007/978-3-319-97773-7_81,https://doi.org/10.1007/978-3-319-97773-7_81,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:10 +1000,10.1007/978-3-030-03658-4_1,,,,3--10,Ten Years of Image Processing and Communications,,2019,http://link.springer.com/chapter/10.1007/978-3-030-03658-4_1,"[{'first': 'Ryszard', 'middle': 'S.', 'last': ""Chora{\\'{s}}""}, {'first': 'Agata', 'last': 'Gie{\\l}czyk'}, {'first': 'Micha{\\l}', 'last': ""Chora{\\'{s}}""}]",Image Processing and Communications Challenges 10,,http://link.springer.com/chapter/10.1007/978-3-030-03658-4_1,https://doi.org/10.1007/978-3-030-03658-4_1,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:08 +1000,10.1007/978-81-322-1931-6_14,,,,95--102,Success Story of Industry Institution Collaboration for Enhancing Teaching--Learning Experience,,2015,http://link.springer.com/chapter/10.1007/978-81-322-1931-6_14,"[{'first': 'P.', 'middle': 'Srinivasa', 'last': 'Pai'}, {'first': 'Niranjan', 'middle': 'N.', 'last': 'Chiplunkar'}]",Proceedings of the International Conference on Transformations in Engineering Education,,http://link.springer.com/chapter/10.1007/978-81-322-1931-6_14,https://doi.org/10.1007/978-81-322-1931-6_14,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-981-10-0287-8_51,,,,543--553,Extended Architecture for Agilla Middleware to Reduce the Energy Efficiency for WSN,,2016,http://link.springer.com/chapter/10.1007/978-981-10-0287-8_51,"[{'first': 'G.', 'last': 'Mahadevan'}, {'first': 'S.', 'last': 'Nirmala'}, {'first': 'N.', 'last': 'Pradeep'}]","Emerging Research in Computing, Information, Communication and Applications",,http://link.springer.com/chapter/10.1007/978-981-10-0287-8_51,https://doi.org/10.1007/978-981-10-0287-8_51,,,,
