type,abstract,booktitle,date-added,date-modified,doi,isbn,issn,keywords,pages,title,volume,year,bdsk-url-1,author,journal,number,url,bdsk-url-2,archiveprefix,arxivid,eprint,pmid
article,"A way of measuring a brain response during cognitive, sensory, or motor event is called event related potential (ERP). Electroencephalography (EEG) data during ERP can be used to cognitive operations. Recently, to classify ERP from EEG signal has begun to apply a compact convolutional neural network (EEGNet) but its performance depends on the data size.To discriminate between correct and incorrect ERP responses of a subject here a classification algorithm with smoothing of xDAWAN spatial filtering method is proposed. A spatial filtering xDAWAN method extracted only true ERP signal from EEG signal by increasing signal to noise ratio and discarding noise. We have reduced the dimension of the true ERP data by applying Riemannian geometry. Riemannian geometry calculated covariance matrix from true ERP data and all covariance data mapped into a euclidean space called tangent space and produced Riemannian feature vector. Finally, feed this Riemannian feature vector by a machine-learning algorithm to predict ERP response. As a machine-learning algorithm, we used here specially K-nearest neighbor (KNN) and Minimum Distance to Mean (MDM) as a classifier. To evaluate our model, here used EEG data, which contains data for left ear auditory, right ear auditory stimulation and left visualization, right visualization stimulation. xDAWAN is effective due to EEG is a narrow and noisy signal. Performance of Riemannian geometry also not depend on noisy or data size. Our model achieved better performance than other did specially EEGNet. We believe our model will be considered as a great invention in this research domain.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:04 +1000,10.1007/978-3-030-76776-1_8,,,,112--126,Event-Related Potential Classification Based on EEG Data Using xDWAN with MDM and KNN,,2021,http://link.springer.com/chapter/10.1007/978-3-030-76776-1_8,"[{'first': 'Abu', 'middle': 'Saleh Musa', 'last': 'Miah'}, {'first': 'Mumtahina', 'middle': 'Afroz', 'last': 'Mouly'}, {'first': 'Chandrika', 'last': 'Debnath'}, {'first': 'Jungpil', 'last': 'Shin'}, {'first': 'S.', 'middle': 'M.', 'last': '{Sadakatul Bari}'}]","Computing Science, Communication and Security",,http://link.springer.com/chapter/10.1007/978-3-030-76776-1_8,https://doi.org/10.1007/978-3-030-76776-1_8,,,,
article,"Near-infrared reflectance (NIR) spectroscopy is a technique that shows many possibilities in the field of testing chemical and physical properties of soil. This paper is aimed to design a prototype of an integrated optoelectronic sensing system capable of estimating soil macronutrients- Nitrogen (N), Phosphorus (P), Potassium (K), pH and Organic Carbon (OC) which play major role in the process of plant growth. 24 soil samples have been collected from farming fields of Birbhum, West Bengal and calibrated using near infrared reflectance spectroscopy. Partial least square (PLS) model along with Standard Normal Variate (SNV) pre-treatment technique has been developed to extract features from the spectroscopic plot which is required for development of field deployable system. The handheld interface attempted in this paper comprises of a simple soil sieve, the output of which is fed in the optoelectronic system which exposes the sieved soil sample to selected IR wavelengths and processes the photodiode output using ARDUINO microcontroller. The trained PLS model embedded in the microcontroller provides estimation of the essential macronutrients with appreciable accuracy. This indigenous system is expected to enhance the scope of precision agriculture in rural India.",,2022-07-22 11:32:24 +1000,2022-07-22 11:32:58 +1000,10.1007/978-981-13-6435-8_23,,,,309--322,A Cost Effective and Field Deployable System for Soil Macronutrient Analysis Based on Near-Infrared Reflectance Spectroscopy,,2019,http://link.springer.com/chapter/10.1007/978-981-13-6435-8_23,"[{'first': 'Priya', 'last': 'Sharma'}, {'first': 'Nirmalya', 'last': 'Samanta'}, {'first': 'Shyamal', 'last': 'Gan'}, {'first': 'Durga', 'last': 'Bhattacharyya'}, {'first': 'Chirasree', 'last': 'RoyChauduri'}]",Rural Technology Development and Delivery,,http://link.springer.com/chapter/10.1007/978-981-13-6435-8_23,https://doi.org/10.1007/978-981-13-6435-8_23,,,,
article,,,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-981-13-1477-3_1,,,,1--15,An Automated Framework for Prediction of Falls in Cardiomyopathy People,,2019,http://link.springer.com/chapter/10.1007/978-981-13-1477-3_1,"[{'first': 'Pasupuleti', 'last': '{Megana Santhoshi}'}, {'first': 'Mythili', 'last': 'Thirugnanam'}]",Ictmi 2017,,http://link.springer.com/chapter/10.1007/978-981-13-1477-3_1,https://doi.org/10.1007/978-981-13-1477-3_1,,,,
article,"A simple minitiaturized antenna for dual band operation is presented in this paper. A Microstrip line feed is used for achieving 50 Ω impedance matching and the antenna consist of a square patch of a small size 18(W) × 18(L) mM. By introducing two parasitic elements, two bands are created with resonating frequencies at 3.2 and 5.63 GHz. These two frequency bands range from 2.86 to 4.03 GHz (WiMAX) and 5.28–6.04 GHz (WLAN). It is a multiband antenna that could be easily integrated with portable mobile devices. The VSWR, gain, and radiation pattern of the proposed antenna are simulated using computer simulation technology software and shows good acceptance with the theoretical concepts.",,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-81-322-2638-3_79,,,,711--718,A Simple Miniaturized Dual Band Antenna for WiMAX/WLAN Applications,,2016,http://link.springer.com/chapter/10.1007/978-81-322-2638-3_79,"[{'last': '{Nirma Kumawat}'}, {'last': '{Krishna Rathore}'}]",Proceedings of the International Conference on Recent Cognizance in Wireless Communication & Image Processing,,http://link.springer.com/chapter/10.1007/978-81-322-2638-3_79,https://doi.org/10.1007/978-81-322-2638-3_79,,,,
article,"This work describes the ECHORD Experiment ASTROMOBILE, a project aimed to design, develop and test a system for favourable independent living, improved quality of life and efficiency of care for senior citizens in domestic environments. The system, composed of a mobile robotic platform (called ASTRO) and an Ambient Intelligent Infrastructure that actively cooperated between them and with the end-user, was designed and implemented with a user-centred design approach, involving different stakeholders. The system was designed to deliver services to users, like drug delivery, stand support, reminding, info-entertainment. The design took advantages of the integration of robotic platforms with smart environments, to provide to users higher quality and localization based services. Senior end-users were involved in the experimentation of the system in the DomoCasa Living Lab and feedbacks were gathered for the technology assessment. Particularly, this paper demonstrates the general feasibility of the ASTROMOBILE system and thanks to users feedbacks its acceptability and usability.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-3-319-03838-4_13,,,,267--282,Improving Domiciliary Robotic Services by Integrating the ASTRO Robot in an AmI Infrastructure,,2014,http://link.springer.com/chapter/10.1007/978-3-319-03838-4_13,"[{'first': 'Filippo', 'last': 'Cavallo'}, {'first': 'Michela', 'last': 'Aquilano'}, {'first': 'Manuele', 'last': 'Bonaccorsi'}, {'first': 'Raffaele', 'last': 'Limosani'}, {'first': 'Alessandro', 'last': 'Manzi'}, {'first': 'Maria', 'middle': 'Chiara', 'last': 'Carrozza'}, {'first': 'Paolo', 'last': 'Dario'}]",Gearing Up and Accelerating Cross‐fertilization between Academic and Industrial Robotics Research in Europe:,,http://link.springer.com/chapter/10.1007/978-3-319-03838-4_13,https://doi.org/10.1007/978-3-319-03838-4_13,,,,
article,"
Remote data acquisition and monitoring have an important role for industry and home appliances to provide real time status of monitored constituent. Nowadays, Wireless Sensor Technology (WST) is one of the common topics for research and development. Advanced technology continuously increases abilities of components related to these types of systems while reducing their sizes and costs. In this study a real-time wireless temperature data monitoring system including four nodes to acquire temperature based data and one base station to monitor these collected data was developed. Communication between remote terminal units (RTU) and base station was implemented using Radio Frequency (RF) transceivers. Time-division multiple access (TDMA) method was established to provide sequential access to each RTU. Developed system could be adequate for continuous communication and also it was able to support additional RTUs. Laboratory tests were conducted to demonstrate developed system’s functionality. During these tests, RTUs placed in standard refrigerators were used to observe temperature differences using wireless sensor network (WSN).",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-3-319-92267-6_25,,,,280--291,Implementation of a Real-Time Data Acquisition System with Wireless Sensor Network for Temperature Measurement,,2019,http://link.springer.com/chapter/10.1007/978-3-319-92267-6_25,"[{'first': '{\\.I}smail', 'last': ""B{\\'{o}}{\\u g}rekci""}, {'first': 'Fatih', 'last': 'Akkoyun'}, {'first': 'Pinar', 'last': 'Demircio{\\u g}lu'}, {'first': 'Salih', 'last': 'Vardin'}]",Proceedings of the International Symposium for Production Research 2018,,http://link.springer.com/chapter/10.1007/978-3-319-92267-6_25,https://doi.org/10.1007/978-3-319-92267-6_25,,,,
article,"This paper summarizes the existing information needed to describe various properties of cadmium selenide semiconductor material. The characteristics or properties of CdSe such as quantum confinement, band structure, absorption, and emission mechanism are being discussed to understand its various properties like optical, electrical, thermal, mechanical, and structural in order to analyze factors affecting device performance. This paper also highlights the research work going on in the field of applications of bulk CdSe material and its nanomaterials reported by different authors across the globe.",,2022-07-22 11:32:24 +1000,2022-07-22 11:32:58 +1000,10.1007/978-981-13-2944-9_6,,,,43--60,"A Brief Study on Characteristics, Properties, and Applications of CdSe",,2019,http://link.springer.com/chapter/10.1007/978-981-13-2944-9_6,"[{'first': 'Nitya', 'last': 'Garg'}]",Innovation in Materials Science and Engineering,,http://link.springer.com/chapter/10.1007/978-981-13-2944-9_6,https://doi.org/10.1007/978-981-13-2944-9_6,,,,
article,"The first step of the robotic polishing process for aircraft large parts is related to the choice of tools and adjustment of process parameters. The parts have a finish state obtained by 5 axis machining with ball end tool. The objective of the polishing operation is to erase the tool marks, ensuring the imposed profile surface defect and surface state. This requires the choice of polishing tools and the setting of strategy parameters, particularly the polishing force. It must be controlled according to the contact surface between the tool and the part and the attempted polishing pressure. This polishing pressure is defined from a desired removal rate and surface quality. Then, polishing condition parameters are studied in order to propose a first setting for flat parts and cylinders polishing.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:07 +1000,10.1007/978-3-319-26121-8_18,,,,551--591,"Robotics, Mechatronics and Product Engineering",,2016,http://link.springer.com/chapter/10.1007/978-3-319-26121-8_18,"[{'first': 'Francesco', 'last': 'Leali'}, {'first': 'Michel', 'last': 'Taix'}]",Research in Interactive Design (Vol. 4),,http://link.springer.com/chapter/10.1007/978-3-319-26121-8_18,https://doi.org/10.1007/978-3-319-26121-8_18,,,,
article,"Nickel-based alloys are frequently applied in the
aerospace and power generation industries due to their excellent
material properties, such as high temperature strength and high
corrosion resistance. These advantageous material properties,
however, result in challenges for cutting operations. Contrary to
turning, where good results for the machining of nickel-based alloys
have been obtained, drilling processes are less investigated until
now. In general, coated cemented carbide drills have been proven to
show good performances in drilling operations based on their higher
strength compared to high speed steel (HSS) tools. Hence, they can
be utilized with more efficient process parameters, whereby tool life
will likely be reduced as a consequence of the higher loads. In order
to find reasonable trade-offs between efficiency and tool life, a
multi-objective optimization based on both criteria is presented in
this article. The optimization of the cutting parameters is performed
for drilling the popular nickel-based alloy Inconel 718. It is assisted
by empirical models based on statistical experimental design
techniques. By these means, the trade-off surface between process
efficiency and tool wear can be approximated within a small
experimental effort. In addition, the dominant mechanisms behind
the tool wear for different process parameters are discussed.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:05 +1000,10.1007/978-1-4471-4480-9_5,,,,,Machining,,2013,http://link.springer.com/chapter/10.1007/978-1-4471-4480-9_5,"[{'first': 'Srichand', 'middle': 'HindujaLin', 'last': 'Li'}]",Proceedings of the 37th International MATADOR Conference,,http://link.springer.com/chapter/10.1007/978-1-4471-4480-9_5,https://doi.org/10.1007/978-1-4471-4480-9_5,,,,
article,"This study proposed a classroom response system (CRS) different from existing commercial product. Modern and widespread used personal smart devices are utilized as the teacher-side controller and student-side response devices in the CRS instead of early infrared or radio frequency-based remote control. A prototype was developed for the proposed CRS, and it will be kept developing for further full functionality in CRS with the advantages and features of smart devices and modern network technologies.",,2022-07-22 11:32:24 +1000,2022-07-22 11:33:11 +1000,10.1007/978-94-007-7262-5_34,,,,291--297,Using Personal Smart Devices as User Clients in a Classroom Response System,,2014,http://link.springer.com/chapter/10.1007/978-94-007-7262-5_34,"[{'first': 'Tien-Wen', 'last': 'Sung'}, {'first': 'Chu-Sing', 'last': 'Yang'}, {'first': 'Ting-Ting', 'last': 'Wu'}]","Advanced Technologies, Embedded and Multimedia for Human-centric Computing",,http://link.springer.com/chapter/10.1007/978-94-007-7262-5_34,https://doi.org/10.1007/978-94-007-7262-5_34,,,,
article,"In the present work a novel system aiming at the contactless detection and recognition of small gestures of the body is proposed. Gestures can be subsequently associated to actions performed by a generic device, via a PC or an external actuator. The present work is related to the advanced stages of neuromuscular diseases, when the capabilities to control voluntary muscles are very poor and limited to a few muscles such as the facial ones. The proposed system uses a video acquisition unit, processing algorithms able to detect and recognize movements, a hardware-software platform to translate gestures into PC application controls or interaction with other devices, like cellular phones or ringing bells. The application of the system to a real scenario consisting in the detection of small facial movements of a user affected by Duchenne’s syndrome is described. The target application is raising a voluntary remote call for assistance by means of a predefined set of user gestures.",,2022-07-22 11:32:24 +1000,2022-07-22 11:32:59 +1000,10.1007/978-3-319-01119-6_2,,,,13--21,A Novel Device for Contactless Detection of Small Body Movements Dedicated to People with Severe Mobility Impairments,,2014,http://link.springer.com/chapter/10.1007/978-3-319-01119-6_2,"[{'first': 'L.', 'last': 'Fanucci'}, {'first': 'M.', 'last': 'Malavasi'}, {'first': 'F.', 'last': 'Iacopetti'}, {'first': 'M.', 'last': 'Turturici'}, {'first': 'F.', 'last': 'Sciarra'}, {'first': 'F.', 'last': 'Lupi'}]",Ambient Assisted Living,,http://link.springer.com/chapter/10.1007/978-3-319-01119-6_2,https://doi.org/10.1007/978-3-319-01119-6_2,,,,
